subfolder,image_name,image_path,status,instrument_pixels,needle_pixels,area_ratio,corrected_area,,,,,,,,
8-10_tree2838_123_day7,20250819_151412.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_day7\20250819_151412.jpg,success,826,3375,0.803380148,4.820280886,,,,,,,,
8-10_tree2838_123_day7,20250819_151447.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_day7\20250819_151447.jpg,success,0,0,0,0,,,,,,,,
8-10_tree2838_123_day7,20250819_151705.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_day7\20250819_151705.jpg,success,856,3439,0.800698487,4.80419092,,,,,,,,
8-10_tree2838_123_day7,20250819_151941.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_day7\20250819_151941.jpg,success,1115,4943,0.815945857,4.89567514,,,,,,,,
8-10_tree2838_123_day7,20250819_153205.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_day7\20250819_153205.jpg,success,0,0,0,0,,,,,,,,
8-10_tree2838_123_day7,20250819_153234.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_day7\20250819_153234.jpg,success,980,4612,0.824749642,4.948497854,,,,,,,,
8-10_tree2838_123_day7,20250819_153541.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_day7\20250819_153541.jpg,success,758,4008,0.840956777,5.045740663,,,,,,,,
8-10_tree2838_123_day7,20250819_153619.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_day7\20250819_153619.jpg,success,0,0,0,0,,,,,,,,
8-10_tree2838_123_day7,20250819_154008.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_day7\20250819_154008.jpg,success,877,2652,0.751487674,4.508926041,,,,,,,,
8-10_tree2838_123_day7,20250819_154237.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_day7\20250819_154237.jpg,success,1162,4304,0.787413099,4.724478595,,,,,,,,
8-10_tree2838_123_initial,20250810_115128.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_initial\20250810_115128.jpg,success,0,0,0,0,,,,,,,,
8-10_tree2838_123_initial,20250810_115136.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_initial\20250810_115136.jpg,success,987,5373,0.844811321,5.068867925,,,,,,,,
8-10_tree2838_123_initial,20250810_115526.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_initial\20250810_115526.jpg,success,905,4475,0.831784387,4.99070632,,,,,,,,
8-10_tree2838_123_initial,20250810_115943.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_initial\20250810_115943.jpg,success,0,0,0,0,,,,,,,,
8-10_tree2838_123_initial,20250810_115954.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_initial\20250810_115954.jpg,success,1069,6133,0.851569009,5.109414052,,,,,,,,
8-10_tree2838_123_initial,20250810_120359.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_initial\20250810_120359.jpg,success,1729,4636,0.728358209,4.370149254,,,,,,,,
8-10_tree2838_123_initial,20250810_133444.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_initial\20250810_133444.jpg,success,0,0,0,0,,,,,,,,
8-10_tree2838_123_initial,20250810_133759.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_initial\20250810_133759.jpg,success,1115,6474,0.853076822,5.11846093,,,,,,,,
8-10_tree2838_123_initial,20250810_134211.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_initial\20250810_134211.jpg,success,1228,5684,0.822337963,4.934027778,,,,,,,,
8-10_tree2838_123_initial,20250810_134454.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_initial\20250810_134454.jpg,success,0,0,0,0,,,,,,,,
8-10_tree2838_123_initial,20250810_134502.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_initial\20250810_134502.jpg,success,1132,6068,0.842777778,5.056666667,,,,,,,,
8-10_tree2838_123_initial,20250810_134705.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_initial\20250810_134705.jpg,success,1049,3374,0.762830658,4.576983948,,,,,,,,
8-10_tree2838_123_initial,20250810_134730.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_initial\20250810_134730.jpg,success,0,0,0,0,,,,,,,,
8-10_tree2838_123_initial,20250810_134858.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_initial\20250810_134858.jpg,success,1137,7234,0.864173934,5.185043603,,,,,,,,
8-10_tree2838_123_initial,20250810_135117.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-10_tree2838_123_initial\20250810_135117.jpg,success,992,5656,0.85078219,5.104693141,,,,,,,,
8-20_tree117_122_day0,20250827_135544.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_135544.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day0,20250827_135551.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_135551.jpg,success,1091,4547,0.806491664,4.838949982,,,,,,,,
8-20_tree117_122_day0,20250827_135756.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_135756.jpg,success,1024,6555,0.864889827,5.189338963,,,,,,,,
8-20_tree117_122_day0,20250827_140026.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_140026.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day0,20250827_140040.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_140040.jpg,success,918,6495,0.876163497,5.256980979,,,,,,,,
8-20_tree117_122_day0,20250827_140233.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_140233.jpg,success,954,6085,0.864469385,5.186816309,,,,,,,,
8-20_tree117_122_day0,20250827_140300.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_140300.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day0,20250827_140507.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_140507.jpg,success,886,2908,0.766473379,4.598840274,,,,,,,,
8-20_tree117_122_day0,20250827_140728.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_140728.jpg,success,982,3689,0.789766645,4.738599872,,,,,,,,
8-20_tree117_122_day0,20250827_140735.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_140735.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day0,20250827_140919.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_140919.jpg,success,942,3923,0.806372045,4.838232271,,,,,,,,
8-20_tree117_122_day0,20250827_141130.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_141130.jpg,success,1180,4490,0.791887125,4.751322751,,,,,,,,
8-20_tree117_122_day0,20250827_141141.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_141141.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day0,20250827_141352.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_141352.jpg,success,1084,5861,0.843916487,5.06349892,,,,,,,,
8-20_tree117_122_day0,20250827_141648.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_141648.jpg,success,1066,4417,0.805580886,4.833485318,,,,,,,,
8-20_tree117_122_day0,20250827_141656.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_141656.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day0,20250827_142058.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_142058.jpg,success,974,6793,0.874597657,5.247585941,,,,,,,,
8-20_tree117_122_day0,20250827_142328.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_142328.jpg,success,1087,4930,0.819345189,4.916071132,,,,,,,,
8-20_tree117_122_day0,20250827_142352.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_142352.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day0,20250827_142754.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_142754.jpg,success,1350,7420,0.846066135,5.076396807,,,,,,,,
8-20_tree117_122_day0,20250827_143009.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_143009.jpg,success,901,4187,0.822916667,4.9375,,,,,,,,
8-20_tree117_122_day0,20250827_143035.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_143035.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day0,20250827_143456.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_143456.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day0,20250827_143510.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_143510.jpg,success,1033,5322,0.837450826,5.024704957,,,,,,,,
8-20_tree117_122_day0,20250827_143743.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_143743.jpg,success,894,7917,0.898535921,5.391215526,,,,,,,,
8-20_tree117_122_day0,20250827_143750.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_143750.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day0,20250827_143959.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_143959.jpg,success,1096,6045,0.846520095,5.079120571,,,,,,,,
8-20_tree117_122_day0,20250827_144152.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_144152.jpg,success,839,4350,0.838311813,5.029870881,,,,,,,,
8-20_tree117_122_day0,20250827_144159.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_144159.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day0,20250827_144554.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_144554.jpg,success,900,3184,0.779627816,4.677766895,,,,,,,,
8-20_tree117_122_day0,20250827_144813.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_144813.jpg,success,1206,5756,0.826773916,4.960643493,,,,,,,,
8-20_tree117_122_day0,20250827_144823.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_144823.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day0,20250827_145140.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_145140.jpg,success,1099,4788,0.813317479,4.879904875,,,,,,,,
8-20_tree117_122_day0,20250827_145351.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day0\20250827_145351.jpg,success,894,4097,0.82087758,4.925265478,,,,,,,,
8-20_tree117_122_day7,20250902_112358.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_112358.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day7,20250902_112411.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_112411.jpg,success,516,1461,0.738998483,4.433990895,,,,,,,,
8-20_tree117_122_day7,20250902_112628.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_112628.jpg,success,973,3770,0.794855577,4.76913346,,,,,,,,
8-20_tree117_122_day7,20250902_112852.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_112852.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day7,20250902_112857.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_112857.jpg,success,1030,3171,0.754820281,4.528921685,,,,,,,,
8-20_tree117_122_day7,20250902_113114.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_113114.jpg,success,1831,6748,0.786571862,4.719431169,,,,,,,,
8-20_tree117_122_day7,20250902_113343.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_113343.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day7,20250902_113356.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_113356.jpg,success,1216,5216,0.810945274,4.865671642,,,,,,,,
8-20_tree117_122_day7,20250902_113600.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_113600.jpg,success,819,4192,0.836559569,5.019357414,,,,,,,,
8-20_tree117_122_day7,20250902_113904.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_113904.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day7,20250902_113911.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_113911.jpg,success,923,2575,0.736134934,4.416809605,,,,,,,,
8-20_tree117_122_day7,20250902_114124.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_114124.jpg,success,1117,5487,0.830860085,4.985160509,,,,,,,,
8-20_tree117_122_day7,20250902_114530.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_114530.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day7,20250902_114537.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_114537.jpg,success,1003,4045,0.801307448,4.807844691,,,,,,,,
8-20_tree117_122_day7,20250902_114737.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_114737.jpg,success,936,6613,0.876010068,5.256060405,,,,,,,,
8-20_tree117_122_day7,20250902_115553.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_115553.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day7,20250902_115604.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_115604.jpg,success,1023,2187,0.681308411,4.087850467,,,,,,,,
8-20_tree117_122_day7,20250902_115826.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_115826.jpg,success,1169,4168,0.780963088,4.685778527,,,,,,,,
8-20_tree117_122_day7,20250902_115853.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_115853.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day7,20250902_120034.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_120034.jpg,success,855,3706,0.812541109,4.875246656,,,,,,,,
8-20_tree117_122_day7,20250902_120311.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_120311.jpg,success,927,4992,0.843385707,5.060314242,,,,,,,,
8-20_tree117_122_day7,20250902_120615.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_120615.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day7,20250902_120622.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_120622.jpg,success,899,3214,0.781424751,4.688548505,,,,,,,,
8-20_tree117_122_day7,20250902_121056.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_121056.jpg,success,944,2957,0.758010766,4.548064599,,,,,,,,
8-20_tree117_122_day7,20250902_121404.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_121404.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day7,20250902_121414.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_121414.jpg,success,973,6325,0.866675802,5.20005481,,,,,,,,
8-20_tree117_122_day7,20250902_121833.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_121833.jpg,success,829,3868,0.823504364,4.941026187,,,,,,,,
8-20_tree117_122_day7,20250902_122201.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_122201.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_day7,20250902_122229.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_122229.jpg,success,887,3721,0.807508681,4.845052083,,,,,,,,
8-20_tree117_122_day7,20250902_122615.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_day7\20250902_122615.jpg,success,809,2064,0.718412809,4.310476853,,,,,,,,
8-20_tree117_122_initial,20250820_114212.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_114212.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_initial,20250820_114230.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_114230.jpg,success,1122,5885,0.839874411,5.039246468,,,,,,,,
8-20_tree117_122_initial,20250820_114530.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_114530.jpg,success,1088,4530,0.806336775,4.838020648,,,,,,,,
8-20_tree117_122_initial,20250820_114940.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_114940.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_initial,20250820_114949.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_114949.jpg,success,899,4497,0.833395107,5.000370645,,,,,,,,
8-20_tree117_122_initial,20250820_115331.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_115331.jpg,success,1098,3409,0.756378966,4.538273796,,,,,,,,
8-20_tree117_122_initial,20250820_115657.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_115657.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_initial,20250820_115707.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_115707.jpg,success,958,4652,0.829233512,4.97540107,,,,,,,,
8-20_tree117_122_initial,20250820_120110.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_120110.jpg,success,811,5447,0.87040588,5.222435283,,,,,,,,
8-20_tree117_122_initial,20250820_120419.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_120419.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_initial,20250820_120432.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_120432.jpg,success,1120,7025,0.862492327,5.174953959,,,,,,,,
8-20_tree117_122_initial,20250820_120756.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_120756.jpg,success,932,9744,0.912701386,5.476208318,,,,,,,,
8-20_tree117_122_initial,20250820_121125.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_121125.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_initial,20250820_121137.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_121137.jpg,success,998,4684,0.824357621,4.946145723,,,,,,,,
8-20_tree117_122_initial,20250820_121524.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_121524.jpg,success,890,3054,0.774340771,4.646044625,,,,,,,,
8-20_tree117_122_initial,20250820_121915.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_121915.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_initial,20250820_121925.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_121925.jpg,success,779,4477,0.851788432,5.110730594,,,,,,,,
8-20_tree117_122_initial,20250820_122412.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_122412.jpg,success,1030,5433,0.840631286,5.043787715,,,,,,,,
8-20_tree117_122_initial,20250820_123604.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_123604.jpg,success,0,0,0,0,,,,,,,,
8-20_tree117_122_initial,20250820_123644.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_123644.jpg,success,979,4990,0.835985927,5.015915564,,,,,,,,
8-20_tree117_122_initial,20250820_123928.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\8-20_tree117_122_initial\20250820_123928.jpg,success,876,3812,0.813139932,4.87883959,,,,,,,,
growthchamber0622pre-1-001,20250621_125557.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250621_125557.jpg,success,573,1798,0.758329819,4.549978912,,,,,,,,
growthchamber0622pre-1-001,20250622_090514.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_090514.jpg,success,0,0,0,0,,,,,,,,
growthchamber0622pre-1-001,20250622_090837.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_090837.jpg,success,1084,1841,0.629401709,3.776410256,,,,,,,,
growthchamber0622pre-1-001,20250622_090910.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_090910.jpg,success,0,0,0,0,,,,,,,,
growthchamber0622pre-1-001,20250622_090919.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_090919.jpg,success,0,1825,1,6,,,,,,,,
growthchamber0622pre-1-001,20250622_091306_001.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_091306_001.jpg,success,0,0,0,0,,,,,,,,
growthchamber0622pre-1-001,20250622_091314.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_091314.jpg,success,764,3030,0.798629415,4.791776489,,,,,,,,
growthchamber0622pre-1-001,20250622_091711.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_091711.jpg,success,0,0,0,0,,,,,,,,
growthchamber0622pre-1-001,20250622_091752.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_091752.jpg,success,547,1568,0.741371158,4.44822695,,,,,,,,
growthchamber0622pre-1-001,20250622_092120.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_092120.jpg,success,0,0,0,0,,,,,,,,
growthchamber0622pre-1-001,20250622_092130.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_092130.jpg,success,960,4147,0.812022714,4.872136284,,,,,,,,
growthchamber0622pre-1-001,20250622_092617.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_092617.jpg,success,0,0,0,0,,,,,,,,
growthchamber0622pre-1-001,20250622_092638.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_092638.jpg,success,772,2303,0.748943089,4.493658537,,,,,,,,
growthchamber0622pre-1-001,20250622_093122.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_093122.jpg,success,0,0,0,0,,,,,,,,
growthchamber0622pre-1-001,20250622_093214.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_093214.jpg,success,792,2844,0.782178218,4.693069307,,,,,,,,
growthchamber0622pre-1-001,20250622_093526.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_093526.jpg,success,0,0,0,0,,,,,,,,
growthchamber0622pre-1-001,20250622_093628.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_093628.jpg,success,592,2760,0.823389021,4.940334129,,,,,,,,
growthchamber0622pre-1-001,20250622_094505.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_094505.jpg,success,0,0,0,0,,,,,,,,
growthchamber0622pre-1-001,20250622_094519.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_094519.jpg,success,775,2873,0.787554825,4.725328947,,,,,,,,
growthchamber0622pre-1-001,20250622_094521.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\growthchamber0622pre-1-001\growthchamer0622pre\20250622_094521.jpg,success,678,2281,0.770868537,4.62521122,,,,,,,,
