subfolder,image_name,image_path,status,instrument_pixels,needle_pixels,area_ratio,corrected_area,,,,,,,,
7-22_tree322_900_day0,20250724_144549.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day0\20250724_144549.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day0,20250724_144556.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day0\20250724_144556.jpg,success,1029,3001,0.744665012,4.467990074,,,,,,,,
7-22_tree322_900_day0,20250724_145020.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day0\20250724_145020.jpg,success,987,4911,0.832655137,4.995930824,,,,,,,,
7-22_tree322_900_day0,20250724_145338.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day0\20250724_145338.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day0,20250724_145348.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day0\20250724_145348.jpg,success,682,3196,0.824136153,4.944816916,,,,,,,,
7-22_tree322_900_day0,20250724_145557.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day0\20250724_145557.jpg,success,841,7177,0.895111,5.370666001,,,,,,,,
7-22_tree322_900_day14,20250808_133510.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_133510.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day14,20250808_133522.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_133522.jpg,success,914,3523,0.794004958,4.76402975,,,,,,,,
7-22_tree322_900_day14,20250808_133821.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_133821.jpg,success,912,3666,0.80078637,4.804718218,,,,,,,,
7-22_tree322_900_day14,20250808_134158.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_134158.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day14,20250808_134211.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_134211.jpg,success,1154,5420,0.824459994,4.946759963,,,,,,,,
7-22_tree322_900_day14,20250808_134456.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_134456.jpg,success,771,4408,0.851129562,5.10677737,,,,,,,,
7-22_tree322_900_day14,20250808_134717.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_134717.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day14,20250808_134734.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_134734.jpg,success,1249,4784,0.792971987,4.757831924,,,,,,,,
7-22_tree322_900_day14,20250808_135021.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_135021.jpg,success,989,5319,0.843214965,5.059289791,,,,,,,,
7-22_tree322_900_day14,20250808_135309.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_135309.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day14,20250808_135326.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_135326.jpg,success,1017,4065,0.799881936,4.799291617,,,,,,,,
7-22_tree322_900_day14,20250808_135643.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_135643.jpg,success,866,3063,0.779587681,4.677526088,,,,,,,,
7-22_tree322_900_day14,20250808_140038.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_140038.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day14,20250808_140059.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_140059.jpg,success,906,2397,0.725703906,4.354223433,,,,,,,,
7-22_tree322_900_day14,20250808_140429.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_140429.jpg,success,1028,6439,0.862327575,5.173965448,,,,,,,,
7-22_tree322_900_day14,20250808_140830.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_140830.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day14,20250808_140850.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_140850.jpg,success,1047,3614,0.775370092,4.652220554,,,,,,,,
7-22_tree322_900_day14,20250808_141235.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_141235.jpg,success,970,3249,0.770087699,4.620526191,,,,,,,,
7-22_tree322_900_day14,20250808_141610.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_141610.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day14,20250808_141620.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_141620.jpg,success,964,3866,0.800414079,4.802484472,,,,,,,,
7-22_tree322_900_day14,20250808_141938.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_141938.jpg,success,959,2745,0.741090713,4.446544276,,,,,,,,
7-22_tree322_900_day14,20250808_142156.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_142156.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day14,20250808_142206.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_142206.jpg,success,1129,2916,0.720889988,4.325339926,,,,,,,,
7-22_tree322_900_day14,20250808_142501.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_142501.jpg,success,996,3628,0.784602076,4.707612457,,,,,,,,
7-22_tree322_900_day14,20250808_142743.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_142743.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day14,20250808_142757.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_142757.jpg,success,808,4286,0.841382018,5.048292108,,,,,,,,
7-22_tree322_900_day14,20250808_143150.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_143150.jpg,success,922,3842,0.806465155,4.838790932,,,,,,,,
7-22_tree322_900_day14,20250808_143411.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_143411.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day14,20250808_143425.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_143425.jpg,success,885,4052,0.820741341,4.924448045,,,,,,,,
7-22_tree322_900_day14,20250808_143848.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day14\20250808_143848.jpg,success,747,4062,0.844666251,5.067997505,,,,,,,,
7-22_tree322_900_day7,20250730_135210.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_135210.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day7,20250730_135227.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_135227.jpg,success,1091,5850,0.842818038,5.056908226,,,,,,,,
7-22_tree322_900_day7,20250730_135519.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_135519.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day7,20250730_135534.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_135534.jpg,success,826,3351,0.802250419,4.813502514,,,,,,,,
7-22_tree322_900_day7,20250730_135800.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_135800.jpg,success,844,5425,0.865369277,5.192215664,,,,,,,,
7-22_tree322_900_day7,20250730_135820.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_135820.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day7,20250730_140123.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_140123.jpg,success,814,5344,0.867814225,5.206885352,,,,,,,,
7-22_tree322_900_day7,20250730_140146.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_140146.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day7,20250730_140410.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_140410.jpg,success,1011,3723,0.78643853,4.718631179,,,,,,,,
7-22_tree322_900_day7,20250730_140700.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_140700.jpg,success,856,6352,0.881243063,5.28745838,,,,,,,,
7-22_tree322_900_day7,20250730_140717.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_140717.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day7,20250730_141144.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_141144.jpg,success,967,7056,0.879471519,5.276829116,,,,,,,,
7-22_tree322_900_day7,20250730_141351.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_141351.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day7,20250730_141422.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_141422.jpg,success,949,1380,0.592528982,3.555173894,,,,,,,,
7-22_tree322_900_day7,20250730_141717.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_141717.jpg,success,1276,6774,0.841490683,5.048944099,,,,,,,,
7-22_tree322_900_day7,20250730_141918.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_141918.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day7,20250730_141954.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_141954.jpg,success,1198,6388,0.842077511,5.052465067,,,,,,,,
7-22_tree322_900_day7,20250730_142120.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_142120.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day7,20250730_142158.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_142158.jpg,success,1171,5698,0.829523948,4.977143689,,,,,,,,
7-22_tree322_900_day7,20250730_142406.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_142406.jpg,success,904,5174,0.851266864,5.107601185,,,,,,,,
7-22_tree322_900_day7,20250730_142438.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_142438.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day7,20250730_142620.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_142620.jpg,success,885,2736,0.755592378,4.533554267,,,,,,,,
7-22_tree322_900_day7,20250730_142941.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_142941.jpg,success,823,4297,0.839257813,5.035546875,,,,,,,,
7-22_tree322_900_day7,20250730_143013.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_143013.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day7,20250730_143233.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_143233.jpg,success,842,4389,0.839036513,5.034219079,,,,,,,,
7-22_tree322_900_day7,20250730_145454.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_145454.jpg,success,0,0,0,0,,,,,,,,
7-22_tree322_900_day7,20250730_145649.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_145649.jpg,success,1064,3522,0.767989533,4.6079372,,,,,,,,
7-22_tree322_900_day7,20250730_145945.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-22_tree322_900_day7\20250730_145945.jpg,success,953,3517,0.786800895,4.720805369,,,,,,,,
7-29_tree122_117_day0,20250730_143256.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_143256.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day0,20250730_143744.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_143744.jpg,success,979,5017,0.836724483,5.020346898,,,,,,,,
7-29_tree122_117_day0,20250730_144110.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_144110.jpg,success,934,3119,0.769553417,4.617320503,,,,,,,,
7-29_tree122_117_day0,20250730_144219.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_144219.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day0,20250730_144506.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_144506.jpg,success,852,3449,0.801906533,4.8114392,,,,,,,,
7-29_tree122_117_day0,20250730_144909.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_144909.jpg,success,1184,4888,0.805006588,4.830039526,,,,,,,,
7-29_tree122_117_day0,20250730_144934.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_144934.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day0,20250730_145136.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_145136.jpg,success,848,2755,0.764640577,4.587843464,,,,,,,,
7-29_tree122_117_day0,20250730_145200.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_145200.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day0,20250730_145434.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_145434.jpg,success,1003,5369,0.842592593,5.055555556,,,,,,,,
7-29_tree122_117_day0,20250730_150018.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_150018.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day0,20250730_150330.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_150330.jpg,success,945,4965,0.840101523,5.040609137,,,,,,,,
7-29_tree122_117_day0,20250730_150616.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_150616.jpg,success,901,4296,0.826630749,4.959784491,,,,,,,,
7-29_tree122_117_day0,20250730_150650.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_150650.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day0,20250730_151019.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_151019.jpg,success,668,2370,0.780118499,4.680710994,,,,,,,,
7-29_tree122_117_day0,20250730_151421.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_151421.jpg,success,850,1344,0.612579763,3.675478578,,,,,,,,
7-29_tree122_117_day0,20250730_152010.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_152010.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day0,20250730_152513.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_152513.jpg,success,979,5626,0.851778955,5.110673732,,,,,,,,
7-29_tree122_117_day0,20250730_152933.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_152933.jpg,success,1009,4426,0.814351426,4.886108556,,,,,,,,
7-29_tree122_117_day0,20250730_153645.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_153645.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day0,20250730_154012.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_154012.jpg,success,1107,6502,0.854514391,5.127086345,,,,,,,,
7-29_tree122_117_day0,20250730_154343.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_154343.jpg,success,899,6451,0.877687075,5.266122449,,,,,,,,
7-29_tree122_117_day0,20250730_154423.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_154423.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day0,20250730_154852.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_154852.jpg,success,930,4100,0.815109344,4.890656064,,,,,,,,
7-29_tree122_117_day0,20250730_155121.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_155121.jpg,success,883,2325,0.724750623,4.348503741,,,,,,,,
7-29_tree122_117_day0,20250730_155149.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_155149.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day0,20250730_155624.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_155624.jpg,success,890,3000,0.771208226,4.627249357,,,,,,,,
7-29_tree122_117_day0,20250730_155959.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_155959.jpg,success,882,5197,0.854910347,5.129462083,,,,,,,,
7-29_tree122_117_day0,20250730_161038.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_161038.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day0,20250730_161543.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_161543.jpg,success,1191,6865,0.852159881,5.112959285,,,,,,,,
7-29_tree122_117_day0,20250730_161850.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day0\20250730_161850.jpg,success,1085,6197,0.851002472,5.106014831,,,,,,,,
7-29_tree122_117_day7,20250806_145213.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_145213.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day7,20250806_145418.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_145418.jpg,success,1188,5653,0.826341178,4.958047069,,,,,,,,
7-29_tree122_117_day7,20250806_145441.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_145441.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day7,20250806_145451.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_145451.jpg,success,725,1904,0.724229745,4.345378471,,,,,,,,
7-29_tree122_117_day7,20250806_145730.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_145730.jpg,success,1182,3592,0.752408881,4.514453289,,,,,,,,
7-29_tree122_117_day7,20250806_145847.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_145847.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day7,20250806_145950.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_145950.jpg,success,867,2546,0.745971286,4.475827718,,,,,,,,
7-29_tree122_117_day7,20250806_150220.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_150220.jpg,success,1061,3434,0.763959956,4.583759733,,,,,,,,
7-29_tree122_117_day7,20250806_150512.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_150512.jpg,success,928,3235,0.777083834,4.662503003,,,,,,,,
7-29_tree122_117_day7,20250806_150537.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_150537.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day7,20250806_150830.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_150830.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day7,20250806_150840.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_150840.jpg,success,885,2152,0.708594007,4.251564043,,,,,,,,
7-29_tree122_117_day7,20250806_151118.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_151118.jpg,success,1236,5397,0.813658978,4.881953867,,,,,,,,
7-29_tree122_117_day7,20250806_151458.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_151458.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day7,20250806_151510.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_151510.jpg,success,926,5557,0.857164893,5.142989357,,,,,,,,
7-29_tree122_117_day7,20250806_151913.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_151913.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day7,20250806_151920.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_151920.jpg,success,852,2997,0.778643804,4.671862822,,,,,,,,
7-29_tree122_117_day7,20250806_152626.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_152626.jpg,success,990,5476,0.846891432,5.081348593,,,,,,,,
7-29_tree122_117_day7,20250806_153042.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_153042.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day7,20250806_153048.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_153048.jpg,success,878,4036,0.821326821,4.927960928,,,,,,,,
7-29_tree122_117_day7,20250806_153348.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_153348.jpg,success,1319,1522,0.535726857,3.21436114,,,,,,,,
7-29_tree122_117_day7,20250806_153911.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_153911.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_day7,20250806_153918.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_153918.jpg,success,912,4209,0.821909783,4.931458699,,,,,,,,
7-29_tree122_117_day7,20250806_154330.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_day7\20250806_154330.jpg,success,904,3949,0.81372347,4.88234082,,,,,,,,
7-29_tree122_117_initial,20250729_125730.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_initial\20250729_125730.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_initial,20250729_125749.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_initial\20250729_125749.jpg,success,958,5712,0.856371814,5.138230885,,,,,,,,
7-29_tree122_117_initial,20250729_130031.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_initial\20250729_130031.jpg,success,901,5374,0.856414343,5.138486056,,,,,,,,
7-29_tree122_117_initial,20250729_130323.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_initial\20250729_130323.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_initial,20250729_130333.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_initial\20250729_130333.jpg,success,938,4953,0.840774062,5.044644373,,,,,,,,
7-29_tree122_117_initial,20250729_130506.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_initial\20250729_130506.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_initial,20250729_131103.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_initial\20250729_131103.jpg,success,821,4317,0.840210199,5.041261191,,,,,,,,
7-29_tree122_117_initial,20250729_131401.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_initial\20250729_131401.jpg,success,1318,6004,0.819994537,4.919967222,,,,,,,,
7-29_tree122_117_initial,20250729_131801.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_initial\20250729_131801.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_initial,20250729_131814.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_initial\20250729_131814.jpg,success,978,6657,0.871905697,5.231434185,,,,,,,,
7-29_tree122_117_initial,20250729_132908.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_initial\20250729_132908.jpg,success,763,4250,0.847795731,5.086774387,,,,,,,,
7-29_tree122_117_initial,20250729_133503.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_initial\20250729_133503.jpg,success,0,0,0,0,,,,,,,,
7-29_tree122_117_initial,20250729_133512.jpg,C:\Users\haigh\OneDrive\Documents\Masters\Roboflow\Images\7-29_tree122_117_initial\20250729_133512.jpg,success,1295,4515,0.777108434,4.662650602,,,,,,,,
